,nivel satisfacción,última evaluación,número proyectos,horas mensuales promedio,años en la empresa,accidente laboral,se fue,promoción últimos 5 años,departamento,salario,región
4968,0.88,0.96,5,182,4,1,0,0,marketing,medium,Reino Unido
4969,0.89,0.88,3,165,4,0,0,0,sales,medium,Colombia
4970,0.74,0.59,2,257,4,1,0,0,sales,medium,Colombia
4971,0.63,0.74,4,155,2,0,0,0,sales,medium,Reino Unido
4972,0.63,0.8,4,243,2,0,0,0,sales,medium,Colombia
4973,0.68,0.92,2,184,4,0,0,0,sales,medium,India
4974,0.14,0.81,4,138,3,1,0,0,sales,high,Colombia
4975,0.86,0.94,5,209,4,0,0,0,sales,low,Colombia
4976,0.73,0.53,3,205,2,0,0,0,sales,medium,Colombia
4977,0.57,0.56,3,191,3,0,0,0,sales,medium,Reino Unido
4978,0.97,0.75,5,270,3,1,0,0,sales,medium,India
4979,0.67,0.36,4,97,4,0,0,0,sales,medium,Reino Unido
4980,0.89,0.74,4,174,2,0,0,0,sales,low,Reino Unido
4981,0.8,0.96,5,124,3,0,0,0,sales,low,Colombia
4982,0.3,0.51,2,178,3,0,0,0,sales,low,Colombia
4983,0.14,0.73,5,266,6,0,0,0,sales,low,India
4984,0.91,0.8,4,181,3,0,0,0,sales,low,Colombia
4985,0.49,0.81,4,233,3,0,0,0,sales,low,Colombia
4986,0.57,0.68,3,254,4,0,0,0,sales,low,India
4987,0.59,0.62,3,219,3,0,0,0,sales,low,Reino Unido
4988,0.5,0.7,5,166,2,0,0,0,accounting,low,Reino Unido
4989,0.69,0.97,3,158,2,0,0,0,accounting,low,Colombia
4990,0.81,0.68,3,151,3,0,0,0,accounting,low,India
4991,0.79,0.82,3,98,3,1,0,0,hr,low,India
4992,0.55,0.91,4,187,4,1,0,0,hr,low,Reino Unido
4993,0.92,0.62,4,266,2,0,0,0,hr,low,Reino Unido
4994,0.94,0.59,5,250,3,0,0,0,hr,low,Colombia
4995,0.67,0.55,5,193,3,0,0,0,technical,low,India
4996,0.53,0.92,4,223,3,1,0,0,technical,low,India
4997,0.77,0.59,5,189,5,0,0,0,technical,low,Reino Unido
4998,0.57,0.82,5,138,3,0,0,0,technical,low,Colombia
4999,0.64,0.97,4,268,2,0,0,0,technical,low,Reino Unido
5000,0.35,1.0,6,186,2,0,0,0,technical,low,Reino Unido
5001,0.66,0.71,3,136,3,1,0,0,technical,medium,India
5002,0.59,0.84,4,245,3,0,0,0,technical,medium,Colombia
5003,0.49,0.93,4,184,3,0,0,0,technical,medium,Reino Unido
5004,0.91,0.99,5,152,3,0,0,0,technical,medium,Reino Unido
5005,0.12,0.6,2,194,4,0,0,0,technical,medium,Reino Unido
5006,0.74,0.68,3,242,5,1,0,0,support,medium,Reino Unido
5007,0.84,0.94,4,246,2,1,0,0,support,medium,Colombia
5008,0.51,0.99,4,211,3,0,0,0,support,medium,Reino Unido
5009,0.94,0.71,4,189,3,0,0,0,support,medium,Reino Unido
5010,0.74,0.66,3,254,2,0,0,0,support,medium,India
5011,0.52,0.54,5,239,3,0,0,0,support,medium,Colombia
5012,0.31,0.92,4,133,6,0,0,0,support,medium,India
5013,0.72,0.59,3,255,2,0,0,0,support,high,Colombia
5014,0.92,1.0,3,212,2,0,0,0,support,low,India
5015,0.56,0.64,3,270,3,0,0,0,support,medium,Colombia
5016,0.76,0.45,5,177,6,0,0,0,support,medium,Reino Unido
5017,0.59,0.9,4,261,4,0,0,0,technical,medium,Reino Unido
5018,0.5,0.74,3,220,3,0,0,0,technical,medium,Reino Unido
5019,0.88,0.72,2,144,4,1,0,0,technical,low,India
5020,0.86,0.49,4,274,2,0,0,0,management,low,Reino Unido
5021,0.66,0.99,4,195,3,0,0,0,IT,low,India
5022,0.7,0.69,4,158,3,0,0,0,IT,low,India
5023,0.98,0.93,5,145,4,0,0,0,IT,low,Reino Unido
5024,0.61,0.73,3,165,3,1,0,0,IT,low,Reino Unido
5025,0.57,0.66,4,270,2,0,0,0,IT,low,Reino Unido
5026,0.84,0.91,5,208,3,0,0,0,product_mng,low,Colombia
5027,0.76,0.4,2,245,5,0,0,0,product_mng,medium,Reino Unido
5028,0.64,0.99,4,180,4,0,0,0,product_mng,medium,India
5029,0.87,0.7,5,225,3,0,0,0,product_mng,medium,Colombia
5030,0.62,0.69,3,261,2,0,0,0,IT,medium,Reino Unido
5031,0.16,0.99,3,213,6,1,0,1,RandD,medium,Reino Unido
5032,0.83,0.87,3,230,3,0,0,1,RandD,medium,Reino Unido
5033,0.36,0.59,2,198,2,0,0,1,RandD,medium,Colombia
5034,0.47,0.51,6,190,5,0,0,1,RandD,medium,India
5035,0.54,0.51,4,137,4,0,0,1,RandD,medium,Colombia
5036,0.83,0.83,3,186,3,1,0,1,marketing,medium,India
5037,0.96,0.68,4,137,2,0,0,1,sales,medium,Reino Unido
5038,0.91,0.74,5,192,3,0,0,1,accounting,medium,India
5039,0.56,0.59,4,164,3,0,0,1,support,medium,Reino Unido
5040,0.73,0.66,6,195,3,0,0,1,technical,medium,Colombia
5041,0.97,0.63,4,151,3,0,0,1,management,medium,India
5042,0.75,0.74,5,231,3,0,0,1,marketing,medium,India
5043,0.49,0.76,3,257,2,1,0,0,marketing,medium,India
5044,0.57,0.94,4,257,3,0,0,0,marketing,medium,Colombia
5045,0.41,0.58,5,274,2,1,0,0,sales,medium,Colombia
5046,0.53,0.7,3,138,2,0,0,0,sales,medium,Reino Unido
5047,0.93,0.6,4,184,3,0,0,0,sales,medium,Colombia
5048,0.58,0.9,3,151,3,0,0,0,sales,medium,Colombia
5049,0.6,0.54,3,265,3,1,0,0,sales,medium,Reino Unido
5050,0.74,0.8,4,241,2,0,0,0,sales,medium,Reino Unido
5051,0.62,0.52,3,148,3,0,0,0,sales,medium,Colombia
5052,0.7,0.76,5,165,3,0,0,0,sales,medium,India
5053,0.93,0.75,3,243,2,0,0,0,sales,medium,Reino Unido
5054,0.75,0.9,4,197,2,0,0,0,sales,medium,Reino Unido
5055,0.95,0.48,5,214,6,1,0,1,sales,medium,Reino Unido
5056,0.43,0.98,4,164,3,0,0,1,sales,medium,Reino Unido
5057,0.77,0.58,4,243,4,1,0,1,sales,medium,Reino Unido
5058,0.67,1.0,4,145,3,1,0,1,sales,medium,Colombia
5059,0.51,0.72,4,163,4,0,0,1,sales,medium,Reino Unido
5060,0.94,0.53,5,257,2,0,0,1,sales,medium,Colombia
5061,0.9,0.85,3,253,3,0,0,0,sales,medium,India
5062,0.8,0.78,4,234,3,0,0,0,sales,medium,Reino Unido
5063,0.34,0.89,5,266,6,0,0,0,sales,medium,Reino Unido
5064,0.45,0.53,3,181,4,1,0,0,accounting,low,Colombia
5065,0.97,0.66,4,193,4,0,0,0,accounting,low,India
5066,0.5,0.48,3,163,4,0,0,0,accounting,low,India
5067,0.89,0.62,5,144,2,0,0,0,hr,low,India
5068,0.76,0.5,4,245,3,0,0,0,hr,low,Colombia
5069,0.66,0.84,4,197,2,0,0,0,hr,low,Colombia
5070,0.74,0.63,3,180,2,0,0,0,hr,low,Reino Unido
5071,0.69,0.74,4,237,3,0,0,0,technical,low,India
5072,0.59,0.57,2,170,3,0,0,0,technical,low,Reino Unido
5073,1.0,0.85,3,150,3,0,0,0,technical,low,Colombia
5074,0.61,0.75,2,100,4,0,0,0,technical,low,Reino Unido
5075,0.98,0.42,5,226,3,0,0,0,technical,low,Colombia
5076,0.59,0.71,5,222,3,0,0,0,technical,low,India
5077,0.22,0.69,4,182,6,0,0,0,technical,low,Colombia
5078,0.71,0.95,3,150,2,0,0,0,technical,low,Colombia
5079,0.86,0.53,4,244,3,0,0,0,technical,medium,Reino Unido
5080,0.65,0.59,5,271,3,0,0,0,technical,medium,India
5081,0.93,0.67,5,167,3,0,0,0,technical,medium,Reino Unido
5082,0.49,0.69,2,128,2,0,0,0,support,medium,Reino Unido
5083,0.78,0.77,3,149,4,1,0,0,support,medium,India
5084,0.62,0.7,4,141,4,0,0,0,support,medium,Colombia
5085,0.72,0.63,3,149,2,0,0,0,support,medium,Colombia
5086,0.7,0.56,4,107,6,0,0,0,support,medium,Reino Unido
5087,0.54,0.93,5,189,2,0,0,0,support,medium,Colombia
5088,0.61,0.95,4,169,4,0,0,0,support,medium,Reino Unido
5089,0.84,0.95,4,208,3,1,0,0,support,medium,India
5090,0.8,0.58,3,197,3,0,0,0,support,medium,Colombia
5091,0.58,0.5,4,225,3,0,0,0,support,high,India
5092,0.97,0.87,2,175,6,0,0,0,support,high,Colombia
5093,0.92,0.55,3,172,2,0,0,0,technical,high,India
5094,0.96,0.51,3,237,4,0,0,0,technical,high,Colombia
5095,0.73,0.87,4,155,3,1,0,0,technical,high,Reino Unido
5096,0.73,0.71,4,148,3,0,0,0,management,high,Colombia
5097,0.53,0.83,4,246,3,0,0,0,IT,high,India
5098,0.17,0.82,5,193,5,0,0,0,IT,high,India
5099,0.75,0.76,5,175,4,0,0,0,IT,low,Reino Unido
5100,0.76,0.44,3,121,4,0,0,0,IT,low,India
5101,0.76,0.77,4,223,3,0,0,0,IT,low,India
5102,0.92,0.55,3,259,3,0,0,0,product_mng,low,Colombia
5103,0.82,0.88,4,171,2,0,0,0,product_mng,low,Colombia
5104,0.38,0.5,2,170,3,0,0,0,product_mng,low,India
5105,0.49,0.72,4,246,3,0,0,0,product_mng,low,India
5106,0.53,0.8,3,175,3,0,0,0,IT,low,Colombia
5107,0.56,0.59,3,185,2,0,0,0,RandD,medium,Reino Unido
5108,0.69,0.98,3,168,2,0,0,0,RandD,medium,Colombia
5109,0.62,0.99,4,171,3,0,0,0,RandD,medium,Colombia
5110,0.71,0.76,3,201,2,0,0,0,RandD,medium,India
5111,0.52,1.0,4,148,3,0,0,0,RandD,medium,Colombia
5112,0.2,0.53,6,189,4,0,0,0,marketing,medium,India
5113,0.93,0.61,3,166,3,0,0,0,sales,medium,Reino Unido
5114,0.74,0.81,4,150,2,0,0,0,accounting,medium,Reino Unido
5115,0.78,0.45,3,253,6,0,0,1,support,medium,Reino Unido
5116,0.85,0.79,3,243,2,0,0,1,technical,medium,Colombia
5117,0.79,0.56,5,250,2,1,0,1,management,medium,Reino Unido
5118,0.92,0.91,3,228,2,0,0,1,marketing,medium,Colombia
5119,0.58,0.97,3,186,3,0,0,1,marketing,medium,India
5120,0.68,0.72,3,213,3,0,0,1,marketing,medium,India
5121,0.9,0.67,4,233,3,0,0,1,sales,medium,India
5122,0.67,0.71,5,265,2,0,0,1,sales,medium,Colombia
5123,0.79,0.73,4,226,3,0,0,0,sales,medium,Colombia
5124,0.23,0.48,5,221,6,0,0,0,sales,medium,Colombia
5125,0.98,0.99,3,253,4,0,0,0,sales,medium,India
5126,0.8,0.75,3,134,4,0,0,0,sales,medium,India
5127,0.77,0.84,3,188,4,0,0,0,sales,medium,Colombia
5128,1.0,0.91,3,160,4,0,0,0,sales,medium,India
5129,0.6,0.92,4,164,4,0,0,0,sales,medium,Reino Unido
5130,0.49,0.54,6,214,3,0,0,0,sales,high,Colombia
5131,0.91,0.99,5,228,4,1,0,0,sales,low,Reino Unido
5132,0.97,0.52,5,149,3,1,0,0,sales,medium,Colombia
5133,0.71,0.76,3,175,2,0,0,0,sales,medium,Colombia
5134,0.62,0.91,3,195,3,0,0,0,sales,medium,India
5135,0.61,0.92,3,222,4,0,0,0,sales,medium,India
5136,0.21,0.6,5,249,4,0,0,0,sales,medium,India
5137,0.64,0.97,2,226,3,1,0,0,sales,medium,Colombia
5138,0.61,0.65,2,117,2,1,0,0,sales,medium,India
5139,0.58,0.75,4,255,3,0,0,0,sales,medium,Colombia
5140,0.41,0.9,6,155,2,0,0,0,accounting,medium,Colombia
5141,0.98,0.73,5,185,3,0,0,0,accounting,medium,Colombia
5142,0.5,0.88,4,275,5,0,0,0,accounting,low,India
5143,0.98,0.61,3,226,2,0,0,0,hr,low,India
5144,0.4,0.85,4,198,2,0,0,0,hr,low,Colombia
5145,0.63,0.92,2,198,2,0,0,0,hr,low,India
5146,0.75,0.53,4,251,3,0,0,0,hr,low,Reino Unido
5147,0.82,0.84,3,237,2,0,0,0,technical,low,Reino Unido
5148,0.55,0.62,5,197,2,0,0,0,technical,low,Reino Unido
5149,0.44,0.36,2,136,3,0,0,0,technical,high,Reino Unido
5150,0.92,0.88,3,184,3,1,0,0,technical,low,Colombia
5151,0.57,0.56,2,159,3,0,0,0,technical,high,India
5152,0.73,0.86,4,133,3,0,0,0,technical,high,Reino Unido
5153,0.82,0.92,5,198,3,0,0,0,technical,low,India
5154,0.54,0.75,3,260,2,0,0,0,technical,low,India
5155,0.64,0.95,3,154,4,0,0,0,technical,high,Colombia
5156,0.99,0.76,4,185,5,0,0,0,technical,low,India
5157,0.19,0.92,5,193,6,0,0,0,technical,medium,Colombia
5158,0.86,0.96,4,167,3,0,0,0,support,high,Colombia
5159,0.65,0.66,5,165,3,0,0,0,support,medium,India
5160,0.52,0.81,3,253,2,0,0,0,support,medium,India
5161,0.85,0.49,4,142,3,0,0,0,support,medium,Colombia
5162,0.61,0.64,5,186,4,0,0,0,support,medium,Colombia
5163,0.77,0.57,4,203,3,1,0,0,support,high,Reino Unido
5164,0.54,0.94,4,217,2,0,0,0,support,medium,Reino Unido
5165,0.76,0.74,4,187,3,0,0,0,support,medium,Colombia
5166,0.79,0.9,3,152,4,0,0,0,support,medium,Colombia
5167,0.89,0.93,5,150,2,0,0,0,support,high,Colombia
5168,0.6,0.8,3,191,2,0,0,0,support,medium,India
5169,0.51,0.58,4,140,3,0,0,0,technical,high,India
5170,0.2,0.72,5,123,2,1,0,0,technical,low,Colombia
5171,0.93,0.6,5,170,2,0,0,0,technical,medium,India
5172,0.77,0.54,3,227,4,0,0,0,management,medium,India
5173,0.8,0.87,4,220,2,0,0,0,IT,medium,India
5174,0.8,0.97,5,258,3,0,0,0,IT,medium,Reino Unido
5175,0.62,0.92,5,149,3,0,0,0,IT,low,Reino Unido
5176,0.79,0.72,4,192,3,0,0,0,IT,low,Colombia
5177,0.88,0.73,5,267,3,0,0,0,IT,low,Reino Unido
5178,0.96,0.73,5,169,3,1,0,0,product_mng,low,India
5179,0.34,0.69,2,178,3,0,0,0,product_mng,low,India
5180,0.34,0.65,2,165,4,0,0,0,product_mng,low,Colombia
5181,0.88,0.85,4,231,3,0,0,0,product_mng,low,Colombia
5182,0.66,0.61,3,260,3,0,0,0,IT,low,Colombia
5183,0.55,0.71,4,181,2,1,0,0,RandD,low,India
5184,0.59,0.51,3,243,2,0,0,0,RandD,low,Reino Unido
5185,0.62,0.73,4,191,3,0,0,0,RandD,high,Colombia
5186,0.78,0.93,3,200,3,0,0,0,RandD,low,India
5187,0.73,0.75,5,265,3,0,0,0,RandD,low,Colombia
5188,0.71,0.94,4,246,3,0,0,0,marketing,low,Reino Unido
5189,0.97,0.86,3,187,2,0,0,0,sales,low,Colombia
5190,0.21,0.74,5,141,4,0,0,0,accounting,high,Reino Unido
5191,0.52,0.96,4,246,3,0,0,0,support,low,India
5192,0.73,0.88,4,236,3,1,0,0,technical,low,Colombia
5193,0.74,0.83,3,170,3,0,0,0,management,low,India
5194,0.26,0.71,6,189,2,0,0,0,marketing,high,India
5195,0.52,0.78,4,237,3,0,0,0,marketing,low,Reino Unido
5196,0.69,0.54,4,180,3,0,0,0,marketing,medium,Reino Unido
5197,0.79,0.59,2,157,6,0,0,0,sales,high,India
5198,0.93,0.62,4,258,3,0,0,0,sales,medium,Colombia
5199,0.34,0.87,4,283,2,0,0,0,sales,high,India
5200,0.77,0.52,4,216,3,0,0,0,sales,medium,India
5201,0.36,0.73,3,187,3,0,0,0,sales,medium,Colombia
5202,0.93,0.58,3,215,3,0,0,0,sales,medium,India
5203,0.7,0.58,3,211,3,0,0,0,sales,medium,Reino Unido
5204,0.51,0.49,4,182,2,0,0,0,sales,medium,India
5205,0.83,0.78,3,165,3,1,0,0,sales,medium,Reino Unido
5206,0.89,0.89,4,265,2,0,0,0,sales,medium,India
5207,0.94,0.59,3,137,2,0,0,0,sales,medium,Colombia
5208,0.8,0.55,4,269,3,0,0,0,sales,high,India
5209,0.74,0.66,3,177,2,0,0,0,sales,low,Colombia
5210,0.5,0.91,3,240,2,0,0,0,sales,medium,Colombia
5211,0.54,0.84,4,174,2,0,0,0,sales,medium,Reino Unido
5212,0.5,0.54,3,134,3,0,0,0,sales,medium,India
5213,0.17,0.91,2,271,4,0,0,0,sales,medium,Colombia
5214,0.57,0.53,5,216,2,1,0,0,sales,medium,India
5215,0.8,0.51,4,213,3,0,0,0,sales,medium,Reino Unido
5216,0.45,0.64,5,133,4,0,0,0,accounting,medium,Reino Unido
5217,0.87,0.5,4,267,2,1,0,0,accounting,medium,Colombia
5218,0.98,0.64,3,263,4,0,0,0,accounting,medium,Reino Unido
5219,0.55,0.8,4,260,3,0,0,0,hr,high,Colombia
5220,0.53,0.5,4,185,3,0,0,0,hr,low,Colombia
5221,0.75,0.48,2,284,6,0,0,0,hr,low,Reino Unido
5222,0.96,0.59,3,229,3,0,0,0,hr,low,Colombia
5223,0.71,0.97,3,189,3,1,0,0,technical,high,Colombia
5224,0.7,0.63,3,209,3,0,0,0,technical,low,Reino Unido
5225,0.33,0.94,4,166,6,0,0,0,technical,low,Colombia
5226,0.93,0.94,3,183,2,0,0,0,technical,low,Reino Unido
5227,0.64,0.65,3,181,2,0,0,0,technical,high,Colombia
5228,0.27,0.45,3,239,4,0,0,0,technical,low,Colombia
5229,0.99,0.99,3,158,2,0,0,0,technical,low,Reino Unido
5230,0.81,0.62,3,187,3,0,0,0,technical,low,Reino Unido
5231,0.6,0.91,4,236,3,0,0,0,technical,low,India
5232,0.32,0.4,6,162,5,0,0,0,technical,low,Colombia
5233,0.48,0.68,4,163,2,1,0,0,technical,low,Reino Unido
5234,0.87,0.51,4,173,3,0,0,0,support,low,India
5235,0.91,0.79,5,273,4,1,0,0,support,medium,Colombia
5236,0.24,0.89,5,142,4,0,0,0,support,medium,Reino Unido
5237,0.66,0.56,4,141,4,0,0,0,support,medium,Colombia
5238,0.94,0.59,3,234,2,0,0,0,support,medium,Colombia
5239,0.93,0.97,5,255,4,0,0,0,support,medium,India
5240,0.19,0.55,5,148,4,0,0,0,support,medium,India
5241,0.88,0.45,5,274,2,1,0,0,support,medium,Reino Unido
5242,0.76,0.47,3,223,2,0,0,0,support,medium,India
5243,0.67,0.64,5,248,3,0,0,0,support,medium,India
5244,0.54,0.5,4,146,2,0,0,0,support,medium,India
5245,0.53,0.95,2,101,5,0,0,0,technical,medium,Colombia
5246,0.67,0.92,4,265,4,0,0,0,technical,medium,Reino Unido
5247,0.5,0.38,5,175,4,0,0,0,technical,high,Colombia
5248,0.49,0.76,4,202,3,0,0,0,management,low,Reino Unido
5249,0.82,0.71,3,160,3,0,0,0,IT,medium,Reino Unido
5250,0.86,0.71,3,235,3,0,0,0,IT,medium,Reino Unido
5251,0.5,0.5,4,267,3,0,0,0,IT,medium,India
5252,0.82,0.6,3,261,2,1,0,0,IT,medium,Reino Unido
5253,0.95,0.78,2,148,2,0,0,0,IT,low,Reino Unido
5254,0.64,0.87,3,239,4,0,0,0,product_mng,low,India
5255,0.91,0.5,3,178,2,0,0,0,product_mng,low,Colombia
5256,0.79,0.75,2,221,3,0,0,0,product_mng,low,Reino Unido
5257,0.83,0.56,4,269,3,0,0,0,product_mng,low,Colombia
5258,0.66,0.6,3,262,2,1,0,0,IT,low,Reino Unido
5259,0.92,0.8,4,263,4,0,0,0,RandD,low,Colombia
5260,0.59,0.47,5,191,3,0,0,0,RandD,low,India
5261,0.6,0.83,2,189,2,0,0,0,RandD,low,Reino Unido
5262,0.68,0.97,5,207,4,1,0,0,RandD,low,Reino Unido
5263,0.58,0.73,3,265,6,0,0,0,RandD,low,India
5264,0.93,0.77,5,224,2,0,0,0,marketing,low,Reino Unido
5265,0.66,0.5,3,229,3,0,0,0,marketing,low,Reino Unido
5266,0.8,0.99,3,158,3,0,0,0,sales,low,India
5267,0.28,0.79,5,202,5,0,0,0,accounting,low,Colombia
5268,0.84,0.59,4,216,2,0,0,0,support,low,Reino Unido
5269,0.86,0.58,4,220,5,0,0,0,technical,low,Reino Unido
5270,0.46,0.45,2,172,2,1,0,0,management,low,Colombia
5271,0.94,0.92,3,187,2,0,0,0,marketing,low,Reino Unido
5272,0.8,0.76,3,270,2,1,0,0,marketing,low,Reino Unido
5273,0.13,0.63,6,219,6,0,0,0,marketing,low,Reino Unido
5274,0.95,0.73,3,243,3,1,0,0,sales,medium,India
5275,0.93,0.88,4,261,4,0,0,0,sales,medium,Reino Unido
5276,0.86,0.81,4,179,3,0,0,0,sales,medium,India
5277,0.67,0.93,5,133,2,0,0,0,sales,medium,Reino Unido
5278,0.73,0.6,4,224,3,0,0,0,sales,medium,Reino Unido
5279,0.62,0.92,4,198,2,0,0,0,sales,medium,Colombia
5280,0.53,0.81,5,135,2,0,0,0,sales,medium,India
5281,0.68,0.68,3,143,3,0,0,0,sales,medium,India
5282,0.69,0.55,4,234,2,0,0,0,sales,medium,India
5283,0.66,0.92,3,177,3,0,0,0,sales,medium,Colombia
5284,0.98,0.56,5,180,3,0,0,0,sales,medium,Colombia
5285,0.57,0.39,3,193,6,0,0,0,sales,medium,Reino Unido
5286,0.64,0.78,5,148,4,0,0,0,sales,high,India
5287,0.71,0.58,3,194,4,0,0,0,sales,low,Colombia
5288,0.94,0.7,3,271,4,0,0,0,sales,medium,Reino Unido
5289,0.8,0.85,3,135,2,0,0,0,sales,medium,India
5290,0.59,0.94,4,136,2,0,0,0,sales,medium,India
5291,0.95,0.7,6,243,3,0,0,0,sales,medium,India
5292,1.0,0.39,2,210,5,0,0,0,sales,low,Colombia
5293,0.53,0.59,3,163,4,0,0,0,accounting,low,Reino Unido
5294,0.35,0.59,5,268,3,0,0,0,accounting,low,Colombia
5295,0.73,0.66,3,244,3,0,0,0,accounting,low,Reino Unido
5296,0.89,0.63,4,164,3,0,0,0,hr,low,Reino Unido
5297,0.21,0.93,4,260,3,0,0,0,hr,low,Colombia
5298,0.21,0.85,5,153,3,0,0,0,hr,low,Reino Unido
5299,0.6,0.83,4,216,2,1,0,0,hr,low,Colombia
5300,0.94,0.69,2,198,3,0,0,0,technical,low,India
5301,0.92,0.68,4,196,3,1,0,0,technical,low,Colombia
5302,0.92,0.78,3,218,3,0,0,0,technical,low,Colombia
5303,0.71,0.98,5,167,3,0,0,0,technical,low,Colombia
5304,0.69,0.83,4,264,3,0,0,0,technical,low,India
5305,0.26,0.51,2,284,2,0,0,0,technical,low,Colombia
5306,0.21,0.78,4,218,6,0,0,0,technical,low,Colombia
5307,0.36,0.42,2,192,2,0,0,0,technical,low,Reino Unido
5308,0.81,0.92,5,255,4,1,0,0,technical,low,India
5309,0.54,0.88,3,251,2,0,0,0,technical,low,Colombia
5310,0.63,0.87,5,248,2,0,0,0,technical,low,Reino Unido
5311,0.86,0.75,5,157,4,0,0,0,support,low,India
5312,0.8,0.79,5,240,2,0,0,0,support,low,Reino Unido
5313,0.55,0.58,5,262,3,0,0,0,support,medium,India
5314,0.18,0.6,3,130,2,1,0,0,support,medium,Reino Unido
5315,0.88,0.98,3,152,3,0,0,0,support,medium,Colombia
5316,0.65,0.86,4,256,2,0,0,0,support,medium,Reino Unido
5317,0.99,1.0,3,139,2,0,0,0,support,medium,Reino Unido
5318,0.88,0.93,4,195,2,0,0,0,support,medium,Colombia
5319,0.67,0.59,3,205,5,0,0,0,support,medium,India
5320,0.53,0.59,4,265,2,0,0,0,support,medium,Reino Unido
5321,0.83,0.61,5,246,3,0,0,0,support,medium,Colombia
5322,0.36,0.71,3,100,3,0,0,0,technical,medium,India
5323,0.62,0.64,5,150,3,1,0,0,technical,medium,India
5324,0.72,0.67,4,147,2,0,0,0,technical,medium,India
5325,0.79,0.54,4,244,3,0,0,0,management,high,Reino Unido
5326,1.0,0.87,4,256,3,0,0,0,IT,low,Colombia
5327,0.65,0.52,4,266,3,1,0,0,IT,medium,Colombia
5328,0.84,0.91,3,199,4,0,0,0,IT,medium,India
5329,0.81,0.59,2,236,3,0,0,0,IT,medium,Colombia
5330,0.59,0.51,3,203,2,1,0,0,IT,medium,Reino Unido
5331,0.78,0.53,3,156,3,0,0,0,product_mng,low,Reino Unido
5332,0.22,0.52,5,109,4,0,0,0,product_mng,low,Reino Unido
5333,0.96,0.98,5,248,3,0,0,0,product_mng,low,Reino Unido
5334,0.85,0.8,4,254,2,0,0,0,product_mng,low,India
5335,0.12,0.73,6,166,3,0,0,0,IT,low,Reino Unido
5336,0.6,0.68,4,264,2,1,0,0,RandD,low,Colombia
5337,0.93,0.84,5,266,3,0,0,0,RandD,low,Colombia
5338,0.73,0.86,4,138,2,0,0,0,RandD,low,Reino Unido
5339,0.7,0.66,3,151,2,0,0,0,RandD,low,India
5340,0.18,0.59,4,132,3,0,0,0,RandD,low,Reino Unido
5341,0.81,0.6,4,133,3,0,0,0,RandD,low,India
5342,0.28,0.9,4,275,6,0,0,0,marketing,low,Colombia
5343,0.74,0.79,3,275,3,0,0,0,sales,low,Colombia
5344,0.5,0.74,4,272,5,0,0,0,accounting,low,Reino Unido
5345,0.83,0.85,4,201,2,1,0,0,support,low,India
5346,0.55,0.66,3,164,2,0,0,0,technical,low,India
5347,0.77,0.94,4,224,2,0,0,0,management,low,Colombia
5348,0.92,0.58,4,201,2,0,0,0,marketing,low,India
5349,0.59,0.89,5,169,2,1,0,0,marketing,low,Reino Unido
5350,0.45,0.72,4,149,3,0,0,0,marketing,low,Colombia
5351,0.76,0.97,3,271,3,0,0,0,sales,low,Reino Unido
5352,0.89,0.69,4,137,3,0,0,0,sales,medium,Reino Unido
5353,0.73,0.5,3,208,2,0,0,0,sales,medium,Reino Unido
5354,0.65,0.7,3,231,3,0,0,0,sales,medium,Reino Unido
5355,0.14,0.96,3,196,5,1,0,0,sales,medium,Reino Unido
5356,0.3,0.47,2,159,4,0,0,0,sales,medium,India
5357,0.53,0.82,5,184,3,0,0,0,sales,medium,India
5358,0.66,0.89,3,257,3,0,0,0,sales,medium,Colombia
5359,0.84,0.59,3,234,2,0,0,0,sales,medium,Reino Unido
5360,0.74,0.97,3,239,4,1,0,0,sales,medium,India
5361,0.56,0.4,2,255,3,0,0,0,sales,medium,Reino Unido
5362,0.42,0.47,4,146,3,1,0,0,sales,medium,Reino Unido
5363,0.29,0.8,5,103,6,0,0,0,sales,medium,India
5364,0.54,0.72,5,206,4,0,0,0,sales,high,India
5365,0.8,0.52,3,253,2,1,0,0,sales,low,Colombia
5366,0.89,0.93,4,245,4,0,0,0,sales,medium,India
5367,0.92,0.58,3,261,3,1,0,0,sales,medium,Reino Unido
5368,0.87,0.68,4,217,3,0,0,0,sales,medium,India
5369,0.76,0.82,4,172,3,1,0,0,sales,medium,India
5370,0.64,0.61,3,221,3,0,0,0,accounting,low,India
5371,0.83,0.57,2,246,5,1,0,0,accounting,low,Reino Unido
5372,0.55,0.6,3,145,4,0,0,0,accounting,low,India
5373,0.83,0.7,5,168,3,0,0,0,hr,low,Reino Unido
5374,0.58,0.62,5,184,3,0,0,0,hr,low,Colombia
5375,0.67,0.97,4,186,3,0,0,0,hr,low,Colombia
5376,0.65,0.57,3,238,3,0,0,0,hr,low,Reino Unido
5377,0.89,0.95,5,203,3,0,0,0,technical,low,Reino Unido
5378,0.84,0.5,5,195,3,0,0,0,technical,low,Colombia
5379,0.5,0.7,5,264,2,0,0,0,technical,low,India
5380,0.7,0.51,3,256,3,0,0,0,technical,low,Colombia
5381,0.79,0.83,5,268,3,0,0,0,technical,low,India
5382,0.19,0.72,6,243,6,1,0,0,technical,low,Colombia
5383,0.89,0.5,4,136,2,1,0,0,technical,low,India
5384,0.36,0.6,2,136,6,0,0,0,technical,low,India
5385,0.62,0.66,5,165,3,0,0,0,technical,low,India
